year,subtotal_group,revised_name,gross_expenditure,net_expenditure,property_tax_levy,avg_cpi,inflation_factor,inflation_adjusted_gross,inflation_adjusted_net,inflation_adjusted_levy,inflation_adjusted_levy_2017,gross_expenditure_normalized,inflation_adjusted_gross_normalised,property_tax_levy_normalized,inflation_adjusted_levy_normalized
2020,Total Corporate Services,Corporate Finance,5458,3529,3424,138.36666666666667,1.1038523028404985,6024.825868903441,3895.494776724119,3779.590284925867,4000.642568250759,0.9983537589171392,0.9920403919762635,0.9913144180660104,0.9447458053165833
2021,Total Corporate Services,Corporate Finance,3913,2612,2612,143.175,1.0667809578233884,4174.313887962919,2786.4318618346906,2786.4318618346906,4000.642568250759,0.7157490396927016,0.687337373021936,0.7562246670526925,0.6964960788919041
2022,Total Corporate Services,Corporate Finance,3956,2610,2610,152.73636363636365,1,3956,2610,2610,4000.642568250759,0.7236144137552588,0.6513900776641676,0.7556456282570932,0.6523951978897221
2017,Total Corporate Services,Facilities & Fleet Management,,10313,8220,131.86666666666667,1.1582636271716151,,11945.172787020867,9520.927015350677,9520.927015350677,,,1,1
2018,Total Corporate Services,Facilities & Fleet Management,,11521,9085,134.96666666666667,1.1316598935764162,,13037.85363389389,10281.130133141742,9520.927015350677,,,1.1052311435523114,1.0798454936757085
2019,Total Corporate Services,Facilities & Fleet Management,79217,11361,9023,137.49166666666667,1.1108772432489022,88000.36257844829,12620.676360550779,10023.445365834845,9520.927015350677,1,1,1.0976885644768857,1.0527804014959838
2020,Total Corporate Services,Facilities & Fleet Management,82393,10824,8495,138.36666666666667,1.1038523028404985,90949.70278793719,11948.097325945555,9377.225312630035,9520.927015350677,1.0400924044081448,1.0335150915640796,1.0334549878345498,0.9849067530410693
2021,Total Corporate Services,Facilities & Fleet Management,84787,11399,9453,143.175,1.0667809578233884,90449.15707097163,12160.236138228805,10084.280394304491,9520.927015350677,1.070313190350556,1.0278270954888438,1.15,1.0591700133868807
2022,Total Corporate Services,Facilities & Fleet Management,93423,11273,9299,152.73636363636365,1,93423,11273,9299,9520.927015350677,1.1793301942764811,1.0616206259004635,1.131265206812652,0.9766906084887678
2017,Total Corporate Services,Information Technology Services,,7473,6717,131.86666666666667,1.1582636271716151,,8655.70408585348,7780.056783711739,7780.056783711739,,,1,1
2018,Total Corporate Services,Information Technology Services,,8823,8168,134.96666666666667,1.1316598935764162,,9984.63524102472,9243.398010732168,7780.056783711739,,,1.216019056126247,1.1880887592085534
2019,Total Corporate Services,Information Technology Services,12695,9071,8519,137.49166666666667,1.1108772432489022,14102.586603044814,10076.767473510792,9463.563235237398,7780.056783711739,1,1,1.2682745273187435,1.2163874247100912
2020,Total Corporate Services,Information Technology Services,12907,9045,8741,138.36666666666667,1.1038523028404985,14247.421672762313,9984.34407919231,9648.772979128798,7780.056783711739,1.0166994879873965,1.010270106739584,1.3013249962781004,1.2401931306374765
2021,Total Corporate Services,Information Technology Services,12961,8805,8508,143.175,1.0667809578233884,13826.547994348937,9393.006333634936,9076.17238916139,7780.056783711739,1.0209531311539977,0.9804263844310462,1.266636891469406,1.1665946202556243
2022,Total Corporate Services,Information Technology Services,14635,10315,10167,152.73636363636365,1,14635,10315,10167,7780.056783711739,1.1528160693186293,1.0377528897316068,1.513622152746762,1.3068028013992836
2017,Total Corporate Services,Treasury Services,,3760,2322,131.86666666666667,1.1582636271716151,,4355.071238165273,2689.4881422924905,2689.4881422924905,,,1,1
2018,Total Corporate Services,Treasury Services,,3771,2478,134.96666666666667,1.1316598935764162,,4267.489458676665,2804.253216282359,2689.4881422924905,,,1.0671834625322998,1.0426717159243706
2019,Total Corporate Services,Treasury Services,4974,3721,2470,137.49166666666667,1.1108772432489022,5525.5034079200395,4133.574222129165,2743.8667908247885,2689.4881422924905,1,1,1.0637381567614126,1.02021895827581
2020,Total Corporate Services,Treasury Services,5000,2571,2492,138.36666666666667,1.1038523028404985,5519.261514202492,2838.0042706029217,2750.7999386785223,2689.4881422924905,1.0052271813429836,0.9988703484086897,1.0732127476313522,1.0227968271813128
2021,Total Corporate Services,Treasury Services,6059,2804,2590,143.175,1.0667809578233884,6463.625823451911,2991.253805736781,2762.962680762576,2689.4881422924905,1.2181342983514274,1.169780442843851,1.11541774332472,1.027319153155833
2022,Total Corporate Services,Treasury Services,6205,2798,2504,152.73636363636365,1,6205,2798,2504,2689.4881422924905,1.2474869320466426,1.1229746037448818,1.0783807062876831,0.9310321769500786
2017,Total Elected Offices,Elected Offices,,1365,1365,131.86666666666667,1.1582636271716151,,1581.0298510892546,1581.0298510892546,1581.0298510892546,,,1,1
2018,Total Elected Offices,Elected Offices,,1385,1385,134.96666666666667,1.1316598935764162,,1567.3489526033363,1567.3489526033363,1581.0298510892546,,,1.0146520146520146,0.9913468436560557
2019,Total Elected Offices,Elected Offices,1768,1421,1421,137.49166666666667,1.1108772432489022,1964.0309660640592,1578.5565626566902,1578.5565626566902,1581.0298510892546,1,1,1.041025641025641,0.9984356472264831
2020,Total Elected Offices,Elected Offices,1765,1418,1418,138.36666666666667,1.1038523028404985,1948.2993145134799,1565.262565427827,1565.262565427827,1581.0298510892546,0.9983031674208145,0.9919901204093,1.038827838827839,0.9900272055897207
2021,Total Elected Offices,Elected Offices,1759,1412,1412,143.175,1.0667809578233884,1876.4677048113404,1506.2947124466245,1506.2947124466245,1581.0298510892546,0.9949095022624435,0.9554165576990893,1.0344322344322345,0.9527300900794877
2022,Total Elected Offices,Elected Offices,1830,1483,1483,152.73636363636365,1,1830,1483,1483,1581.0298510892546,1.0350678733031675,0.9317572032315464,1.0864468864468864,0.937996204801752
2017,Total Human Resources & Citizen Service,Human Resources & Citizen Service,,9818,8014,131.86666666666667,1.1582636271716151,,11371.832291570918,9282.324708153325,9282.324708153325,,,1,1
2018,Total Human Resources & Citizen Service,Human Resources & Citizen Service,,10289,8381,134.96666666666667,1.1316598935764162,,11643.648645007746,9484.441568063943,9282.324708153325,,,1.0457948589967556,1.0217743794001395
2019,Total Human Resources & Citizen Service,Human Resources & Citizen Service,13623,11115,9046,137.49166666666667,1.1108772432489022,15133.480684779795,12347.400558711548,10048.99554242957,9282.324708153325,1,1,1.1287746443723483,1.0825947010453991
2020,Total Human Resources & Citizen Service,Human Resources & Citizen Service,13630,10087,9088,138.36666666666667,1.1038523028404985,15045.506887715996,11134.558178752108,10031.80972821445,9282.324708153325,1.000513836893489,0.9941868101003176,1.134015472922386,1.0807432452134322
2021,Total Human Resources & Citizen Service,Human Resources & Citizen Service,13964,10213,8786,143.175,1.0667809578233884,14896.529295045797,10895.033922250266,9372.737495436291,9282.324708153325,1.0250311972399617,0.9843425716350696,1.0963314200149739,1.0097403172293198
2022,Total Human Resources & Citizen Service,Human Resources & Citizen Service,15933,12130,10669,152.73636363636365,1,15933,12130,10669,9282.324708153325,1.1695661748513544,1.0528311584012728,1.3312952333416521,1.1493887938038474
2017,"Total Planning, Development & Legislative Services",Commissioner of PDLS,,712,712,131.86666666666667,1.1582636271716151,,824.6837025461899,824.6837025461899,824.6837025461899,,,1,1
2018,"Total Planning, Development & Legislative Services",Commissioner of PDLS,,703,703,134.96666666666667,1.1316598935764162,,795.5569051842206,795.5569051842206,824.6837025461899,,,0.9873595505617978,0.9646812501907809
2019,"Total Planning, Development & Legislative Services",Commissioner of PDLS,727,727,727,137.49166666666667,1.1108772432489022,807.607755841952,807.607755841952,807.607755841952,824.6837025461899,1,1,1.021067415730337,0.9792939442703713
2020,"Total Planning, Development & Legislative Services",Commissioner of PDLS,727,727,727,138.36666666666667,1.1038523028404985,802.5006241650424,802.5006241650424,802.5006241650424,824.6837025461899,1,0.9936762225969644,1.021067415730337,0.9731011073546648
2021,"Total Planning, Development & Legislative Services",Commissioner of PDLS,718,718,718,143.175,1.0667809578233884,765.9487277171929,765.9487277171929,765.9487277171929,824.6837025461899,0.9876203576341128,0.9484167557537527,1.0084269662921348,0.9287787855542019
2022,"Total Planning, Development & Legislative Services",Commissioner of PDLS,1361,1361,1361,152.73636363636365,1,1361,1361,1361,824.6837025461899,1.8720770288858322,1.6852240337651565,1.9115168539325842,1.6503296910051055
2017,"Total Planning, Development & Legislative Services",Community Planning,,3520,3053,131.86666666666667,1.1582636271716151,,4077.0879676440854,3536.178853754941,3536.178853754941,,,1,1
2018,"Total Planning, Development & Legislative Services",Community Planning,,3778,3058,134.96666666666667,1.1316598935764162,,4275.411077931701,3460.6159545566807,3536.178853754941,,,1.0016377333770061,0.978631482647428
2019,"Total Planning, Development & Legislative Services",Community Planning,4296,4246,3218,137.49166666666667,1.1108772432489022,4772.328636997284,4716.784774834839,3574.802968774967,3536.178853754941,1,1,1.0540452014412054,1.0109225569795524
2020,"Total Planning, Development & Legislative Services",Community Planning,4244,4194,3285,138.36666666666667,1.1038523028404985,4684.749173255076,4629.55655811305,3626.1548148310376,3536.178853754941,0.9878957169459963,0.9816484843346178,1.0759908286930888,1.0254444033509658
2021,"Total Planning, Development & Legislative Services",Community Planning,4256,4206,3172,143.175,1.0667809578233884,4540.219756496341,4486.880708605172,3383.829198215788,3536.178853754941,0.9906890130353817,0.9513636008422537,1.038978054372748,0.9569168693553556
2022,"Total Planning, Development & Legislative Services",Community Planning,4510,4460,3292,152.73636363636365,1,4510,4460,3292,3536.178853754941,1.0498137802607077,0.9450313134423326,1.0782836554208974,0.9309483869868018
2017,"Total Planning, Development & Legislative Services",Council & Administrative Services,,2544,2050,131.86666666666667,1.1582636271716151,,2946.622667524589,2374.440435701811,2374.440435701811,,,1,1
2018,"Total Planning, Development & Legislative Services",Council & Administrative Services,,2710,2252,134.96666666666667,1.1316598935764162,,3066.798311592088,2548.498080334089,2374.440435701811,,,1.0985365853658537,1.0733047003475713
2019,"Total Planning, Development & Legislative Services",Council & Administrative Services,4679,2746,2179,137.49166666666667,1.1108772432489022,5197.794621161614,3050.4689099614857,2420.601513039358,2374.440435701811,1,1,1.0629268292682927,1.0194408234645411
2020,"Total Planning, Development & Legislative Services",Council & Administrative Services,4968,3001,2289,138.36666666666667,1.1038523028404985,5483.938240511597,3312.660760824336,2526.717921201901,2374.440435701811,1.0617653344731781,1.0550509668437102,1.1165853658536586,1.0641319458725784
2021,"Total Planning, Development & Legislative Services",Council & Administrative Services,3159,2429,1938,143.175,1.0667809578233884,3369.9610457640842,2591.2109465530107,2067.4214962617266,2374.440435701811,0.6751442615943578,0.6483444020746935,0.9453658536585365,0.8706984033695757
2022,"Total Planning, Development & Legislative Services",Council & Administrative Services,3165,2435,1775,152.73636363636365,1,3165,2435,1775,2374.440435701811,0.676426586877538,0.6089120926622298,0.8658536585365854,0.7475445470483512
2017,"Total Planning, Development & Legislative Services",Cultural Services,,12154,11348,131.86666666666667,1.1582636271716151,,14077.53612464381,13143.975641143488,13143.975641143488,,,1,1
2018,"Total Planning, Development & Legislative Services",Cultural Services,,13646,12755,134.96666666666667,1.1316598935764162,,15442.630907743775,14434.321942567189,13143.975641143488,,,1.1239866055692633,1.0981701683457656
2019,"Total Planning, Development & Legislative Services",Cultural Services,13984,13984,13102,137.49166666666667,1.1108772432489022,15534.50736959265,15534.50736959265,14554.713641047118,13143.975641143488,1,1,1.1545646810010575,1.1073296267750006
2020,"Total Planning, Development & Legislative Services",Cultural Services,13870,13870,12483,138.36666666666667,1.1038523028404985,15310.431440397715,15310.431440397715,13779.388296357944,13143.975641143488,0.9918478260869565,0.985575601217098,1.1000176242509694,1.048342500972497
2021,"Total Planning, Development & Legislative Services",Cultural Services,14435,14060,11254,143.175,1.0667809578233884,15398.983126180612,14998.940266996842,12005.552899344413,13143.975641143488,1.0322511441647597,0.9912759226805407,0.9917166020444131,0.9133882492724982
2022,"Total Planning, Development & Legislative Services",Cultural Services,14274,13899,11713,152.73636363636365,1,14274,13899,11713,13143.975641143488,1.020737986270023,0.9188575897771966,1.0321642580190342,0.8911306837282759
2017,"Total Planning, Development & Legislative Services",Legal Services,,941,549,131.86666666666667,1.1582636271716151,,1089.92607316849,635.8867313172167,635.8867313172167,,,1,1
2018,"Total Planning, Development & Legislative Services",Legal Services,,946,556,134.96666666666667,1.1316598935764162,,1070.5502593232898,629.2029008284874,635.8867313172167,,,1.0127504553734061,0.9894889605969855
2019,"Total Planning, Development & Legislative Services",Legal Services,1913,974,583,137.49166666666667,1.1108772432489022,2125.10816633515,1081.9944349244308,647.64143281411,635.8867313172167,1,1,1.0619307832422586,1.018485527245621
2020,"Total Planning, Development & Legislative Services",Legal Services,1975,847,634,138.36666666666667,1.1038523028404985,2180.1082981099844,934.9629005059022,699.842360000876,635.8867313172167,1.0324098274960793,1.025881097558288,1.1548269581056467,1.100577076913018
2021,"Total Planning, Development & Legislative Services",Legal Services,2217,619,582,143.175,1.0667809578233884,2365.053383494452,660.3374128926774,620.866517453212,635.8867313172167,1.1589127025614219,1.1129096490053487,1.0601092896174864,0.9763791047614867
2022,"Total Planning, Development & Legislative Services",Legal Services,2558,804,756,152.73636363636365,1,2558,804,756,635.8867313172167,1.3371667537898588,1.2037034352050853,1.3770491803278688,1.1888909813135635
2017,"Total Planning, Development & Legislative Services",POA,,3771,-4612,131.86666666666667,1.1582636271716151,,4367.8121380641605,-5341.911848515489,-5341.911848515489,,,1,1
2018,"Total Planning, Development & Legislative Services",POA,,3950,-4804,134.96666666666667,1.1316598935764162,,4470.056579626844,-5436.494128741103,-5341.911848515489,,,1.0416305290546402,1.0177056984292803
2019,"Total Planning, Development & Legislative Services",POA,4336,4319,-4627,137.49166666666667,1.1108772432489022,4816.76372672724,4797.878813592009,-5140.02900451267,-5341.911848515489,1,1,1.0032523850823938,0.9622077545029274
2020,"Total Planning, Development & Legislative Services",POA,4427,4410,-4706,138.36666666666667,1.1038523028404985,4886.754144674887,4867.988655526598,-5194.728937167386,-5341.911848515489,1.0209870848708487,1.0145305898147514,1.0203816131830008,0.9724475215013133
2021,"Total Planning, Development & Legislative Services",POA,4329,4312,-3538,143.175,1.0667809578233884,4618.094766417448,4599.959490134451,-3774.2710287791483,-5341.911848515489,0.9983856088560885,0.9587546802000234,0.7671292281006071,0.706539369388511
2022,"Total Planning, Development & Legislative Services",POA,4358,4341,-4135,152.73636363636365,1,4358,4341,-4135,-5341.911848515489,1.0050738007380073,0.9047568548605252,0.8965741543798785,0.7740674345176833
2017,"Total Planning, Development & Legislative Services",Region of Waterloo Library,,2953,2759,131.86666666666667,1.1582636271716151,,3420.3524910377796,3195.649347366486,3195.649347366486,,,1,1
2018,"Total Planning, Development & Legislative Services",Region of Waterloo Library,,3071,2896,134.96666666666667,1.1316598935764162,,3475.327533173174,3277.287051797301,3195.649347366486,,,1.0496556723450525,1.0255465151388066
2019,"Total Planning, Development & Legislative Services",Region of Waterloo Library,3166,3166,2985,137.49166666666667,1.1108772432489022,3517.0373521260244,3517.0373521260244,3315.9685710979734,3195.649347366486,1,1,1.0819137368611815,1.0376509468507995
2020,"Total Planning, Development & Legislative Services",Region of Waterloo Library,3214,3214,3050,138.36666666666667,1.1038523028404985,3547.781301329362,3547.781301329362,3366.7495236635204,3195.649347366486,1.0151610865445357,1.0087414338050045,1.1054729974628488,1.0535415991238328
2021,"Total Planning, Development & Legislative Services",Region of Waterloo Library,3136,3099,2845,143.175,1.0667809578233884,3345.425083734146,3305.954188294681,3034.9918250075402,3195.649347366486,0.9905243209096652,0.9512054461724326,1.0311707140268214,0.9497261730260417
2022,"Total Planning, Development & Legislative Services",Region of Waterloo Library,3123,3041,2631,152.73636363636365,1,3123,3041,2631,3195.649347366486,0.9864181933038535,0.8879632734386993,0.9536063791228706,0.8233068506618819
2017,"Total Planning, Development & Legislative Services",ROW International Airport,,8914,5922,131.86666666666667,1.1582636271716151,,10324.761972607777,6859.237200110305,6859.237200110305,,,1,1
2018,"Total Planning, Development & Legislative Services",ROW International Airport,,8842,5727,134.96666666666667,1.1316598935764162,,10006.136779002672,6481.016210512135,6859.237200110305,,,0.9670719351570415,0.944859613603669
2019,"Total Planning, Development & Legislative Services",ROW International Airport,9648,9520,6091,137.49166666666667,1.1108772432489022,10717.74364286541,10575.551355729549,6766.353288629063,6859.237200110305,1,1,1.0285376561972306,0.9864585654685118
2020,"Total Planning, Development & Legislative Services",ROW International Airport,9836,9683,5984,138.36666666666667,1.1038523028404985,10857.491250739144,10688.601848404547,6605.452180197543,6859.237200110305,1.019485903814262,1.0130389018930082,1.0104694360013509,0.9630009850208008
2021,"Total Planning, Development & Legislative Services",ROW International Airport,9265,8275,5547,143.175,1.0667809578233884,9883.725574233695,8827.61242598854,5917.433973046335,6859.237200110305,0.9603026533996684,0.9221834281148436,0.936676798378926,0.8626956322419023
